,updated,ID,name,absorption,protein_binding,half_life,strength,route,state,experimental_water_solubility,experimental_logP,predicted_water_solubility,pKa_strongest_acidic,pKa_strongest_basic,SMILES,pb_low,pb_high,half_life_low,half_life_high,total_charge,strength_norm,molecular_weight,n_rings,aromatic_rings,n_heterocycles,n_aromatic_heterocycles,n_saturated_heterocycles,n_aliphatic_heterocycles
18,02/07/2019 00:00,DB00125,L-Arginine,Absorbed from the lumen of the small intestine into the enterocytes. Absorption is efficient and occurs by an active transport mechanism.,,,1 kg/1kg,Intravenous,solid,1.82E+005 mg/L (at 25 Â°C),-4.2,2.28,2.41,12.41,N[C@@H](CCCNC(N)=N)C(O)=O,,,,,0,,174.1116757,0,0,0,0,0,0
19,02/07/2019 00:00,DB00126,Ascorbic acid,70% to 90%,0.25,16 days (3.4 hours in people who have excess levels of vitamin C),250 mg/1,Oral,solid,4E+005 mg/L (at 40 Â°C),-1.85,245,4.36,-3,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,0.25,0.25,,,0,250,176.032088,1,0,1,0,0,1
20,04/06/2019 00:00,DB00127,Spermine,,,,,,solid,> 100 mg/mL,-0.7,2.19,,11.1,NCCCNCCCCNCCCN,,,,,0,,202.2157468,0,0,0,0,0,0
21,04/06/2019 00:00,DB00128,Aspartic acid,Absorbed from the small intestine by an active transport process,,,,Intravenous,solid,5390 mg/L (at 25 Â°C),-3.89,142,1.7,9.61,N[C@@H](CC(O)=O)C(O)=O,,,,,0,,133.0375077,0,0,0,0,0,0
22,04/06/2019 00:00,DB00129,Ornithine,Absorbed from the small intestine via a sodium-dependent active transport process,,,,Intravenous,solid,Appreciable,-4.22,172,2.67,10.29,NCCC[C@H](N)C(O)=O,,,,,0,,132.0898776,0,0,0,0,0,0
23,04/06/2019 00:00,DB00130,L-Glutamine,Absorption is efficient and occurs by an active transport mechanism. Tmax is 30 minutes after a single dose [FDA Label]. Absorption kinetics following multiple doses has not yet been determined.,,The half life of elimination is 1 h [FDA Label].,5 g/1,Oral,solid,4.13E+004 mg/L (at 25 Â°C),-3.64,97.8,2.15,9.31,N[C@@H](CCC(N)=O)C(O)=O,,,,,0,,146.0691422,0,0,0,0,0,0
24,04/06/2019 00:00,DB00131,Adenosine phosphate,,,,,,solid,1E+004 mg/L (at 20 Â°C),-3.1,3.31,1.23,4.97,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,,,,,0,,347.0630844,3,2,3,2,1,1
25,04/06/2019 00:00,DB00132,Alpha-Linolenic Acid,,,,,Oral,liquid,0.000124 mg/mL at 25 Â°C,6.46,0.000266,4.99,,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,,,,,0,,278.2245802,0,0,0,0,0,0
26,04/06/2019 00:00,DB00133,Serine,,,,,Intravenous,solid,4.25E+005 mg/L (at 25 Â°C),-3.07,480,2.03,8.93,N[C@@H](CO)C(O)=O,,,,,0,,105.0425931,0,0,0,0,0,0
27,04/06/2019 00:00,DB00134,Methionine,Absorbed from the lumen of the small intestine into the enterocytes by an active transport process.,,,,Intravenous,solid,5.66E+004 mg/L (at 25 Â°C),-1.87,23.9,2.53,9.5,CSCC[C@H](N)C(O)=O,,,,,0,,149.0510496,0,0,0,0,0,0
28,04/06/2019 00:00,DB00135,Tyrosine,L-tyrosine is absorbed from the small intestine by a sodium-dependent active transport process.,,,,Intravenous,solid,479 mg/L (at 25 Â°C),-2.26,7.67,2,9.19,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,,,,,0,,181.0738932,1,1,0,0,0,0
29,02/07/2019 00:00,DB00136,Calcitriol,"Upon administration, calcitriol is rapidly absorbed from the intestines. When a single oral dose of 0.5 mcg of calcitriol was administered, the mean serum concentrations of calcitriol rose from a baseline value of 40.0Â±4.4 (SD) pg/mL to 60.0Â±4.4 pg/mL at 2 hours, and declined to 53.0Â±6.9 at 4 hours, 50Â±7.0 at 8 hours, 44Â±4.6 at 12 hours and 41.5Â±5.1 at 24 hours [FDA Label]. Following administration of single doses of 0.25 to 1.0 mcg of calcitriol, the peak plasma concentrations were reached within 3 to 6 hours [FDA Label]. In a pharmacokinetic study, the oral bioavailability was 70.6Â±5.8% in healthy male volunteers and 72.2Â±4.8% in male patients with uraemia [A175726]. ",0.999,"After administration of single oral doses, the elimination half life was 5-8 hours [FDA Label]. ",2 mcg,Intravenous,solid,Insoluble,5,0.00667,14.39,-1.3,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,0.999,0.999,,,0,,416.3290453,3,0,0,0,0,0
30,04/06/2019 00:00,DB00137,Lutein,,,,20 g/100g,Oral,liquid,Insoluble,7.9,0.000732,18.22,-0.91,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,,,,,0,,568.428031,2,0,0,0,0,0
31,04/06/2019 00:00,DB00138,Cystine,,,,,Vaginal,solid,190 mg/L (at 20 Â°C),-5.08,16.8,1.56,9.34,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,,,,,0,,240.0238489,0,0,0,0,0,0
32,04/06/2019 00:00,DB00139,Succinic acid,,,,,Oral,solid,8.32E+004 mg/L (at 25 Â°C),-0.59,211,3.55,,OC(=O)CCC(O)=O,,,,,0,,118.0266087,0,0,0,0,0,0
33,02/07/2019 00:00,DB00140,Riboflavin,Vitamin B2 is readily absorbed from the upper gastrointestinal tract.,0.6,66-84 minutes,50 mg,Oral,solid,84.7 mg/L (at 25 Â°C),-1.46,0.657,6.97,0.76,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,0.6,0.6,1.1,1.4,0,50,376.1382844,3,1,2,0,0,2
34,14/06/2019 00:00,DB00141,N-Acetylglucosamine,Approximately 90% of orally administered glucosamine (salt form) gets absorbed from the small intestine.,,,,Oral,solid,,-2.1,148,11.56,-1.2,[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO,,,,,0,,221.0899372,0,0,0,0,0,0
35,02/07/2019 00:00,DB00142,Glutamic Acid,Absorbed from the lumen of the small intestine into the enterocytes.Absorption is efficient and occurs by an active transport mechanism.,,,325 mg,Intravenous,solid,8570 mg/L (at 25 Â°C),-3.69,80.6,1.88,9.54,N[C@@H](CCC(O)=O)C(O)=O,,,,,0,,147.0531578,0,0,0,0,0,0
36,04/06/2019 00:00,DB00143,Glutathione,"Research suggests that glutathione is not orally bioactive, and that very little of oral glutathione tablets or capsules is actually absorbed by the body.",,,,Oral,solid,,-6.4,0.879,1.94,9.22,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,,,,,0,,307.0838063,0,0,0,0,0,0
37,04/06/2019 00:00,DB00144,Phosphatidyl serine,Absorbed in the small intestine.,,,,Oral,solid,,-3.5,3.7,1.47,9.38,CCCC(=O)O[C@H](COC(=O)CC)COP(O)(=O)OC[C@H](N)C(O)=O,,,,,0,,385.1137826,0,0,0,0,0,0
38,02/07/2019 00:00,DB00145,Glycine,Absorbed from the small intestine via an active transport mechanism.,,,0.5 g/100g,Topical,solid,2.49E+005 mg/L (at 25 Â°C),-3.21,552,2.31,9.24,NCC(O)=O,,,,,0,,75.0320284,0,0,0,0,0,0
39,04/06/2019 00:00,DB00146,Calcifediol,Readily absorbed.,,288 hours,30 mcg,Oral,solid,Insoluble,6,0.0022,18.38,-0.98,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,,,288,288,0,0.03,400.3341306,3,0,0,0,0,0
40,04/06/2019 00:00,DB00147,Pyridoxal,,,,,,solid,5E+005 mg/L,0,11.7,7.97,4.11,CC1=NC=C(CO)C(C=O)=C1O,,,,,0,,167.0582431,1,1,1,1,0,0
41,04/06/2019 00:00,DB00148,Creatine,,,3 hours,,Oral,solid,1.33E+004 mg/L (at 18 Â°C),-0.2,4.11,3.5,12.43,CN(CC(O)=O)C(N)=N,,,3,3,0,,131.0694765,0,0,0,0,0,0
42,04/06/2019 00:00,DB00149,L-Leucine,,,,,Intravenous,solid,2.15E+004 mg/L (at 25 Â°C),-1.52,69.8,2.79,9.52,CC(C)C[C@H](N)C(O)=O,,,,,0,,131.0946287,0,0,0,0,0,0
43,02/07/2019 00:00,DB00150,L-Tryptophan,,,,500 mg,Intravenous,solid,1.34E+004 mg/L (at 25 Â°C),-1.06,1.36,2.54,9.4,N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,,,,,0,,204.0898776,2,2,1,1,0,0
44,02/07/2019 00:00,DB00151,L-Cysteine,,,,0.5 g/10mL,Topical,solid,2.77E+005 mg/L (at 25 Â°C),-2.49,23.1,2.35,9.05,N[C@@H](CS)C(O)=O,,,,,0,,121.0197495,0,0,0,0,0,0
45,02/07/2019 00:00,DB00152,Thiamine,"Absorbed mainly from duodenum, by both active and passive processes",90-94%,,100 mg,Oral,solid,5E+005 mg/L,,0.0153,15.5,5.54,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,0.9,0.94,,,1,100,265.1117586,2,2,2,2,0,0
46,02/07/2019 00:00,DB00153,Ergocalciferol,"Ergocalciferol is absorbed in the intestine and carried to the liver in chylomicrons. Its intestinal absorption does not present limitations unless the presence of conditions related to fat malabsorption.[T577] However, for absorption to take place, the presence of bile is required.[L6088]",70-90%,Ergocalciferol can be found circulation for 1-2 days. This quick turnover is presented due to hepatic conversion and uptake by fat and muscle cells where it is transformed to the active form.[T577],1.25 mg/1,Oral,solid,Insoluble,8.89,0.000433,18.38,-1.3,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,0.7,0.9,,,0,1.25,396.339216,3,0,0,0,0,0
47,04/06/2019 00:00,DB00154,Dihomo-gamma-linolenic acid,,,,,,solid,,6.8,7.71E-05,4.89,,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,,,,,0,,306.2558803,0,0,0,0,0,0
48,04/06/2019 00:00,DB00155,L-Citrulline,,,,,Intramuscular,solid,200 g/L (at 20 Â°C),-3.19,21.8,2.27,9.23,N[C@@H](CCCNC(N)=O)C(O)=O,,,,,0,,175.0956913,0,0,0,0,0,0
49,04/06/2019 00:00,DB00156,L-Threonine,,,,,Topical,solid,9.7E+004 mg/L (at 25 Â°C),-2.94,477,2.21,9,C[C@@H](O)[C@H](N)C(O)=O,,,,,0,,119.0582431,0,0,0,0,0,0
50,04/06/2019 00:00,DB00157,NADH,Unclear how much of an administered dose is absorbed.,,,,Oral,solid,,-5.1,2.95,-7,5,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,,,,,0,,665.1247719,5,2,5,2,2,3
51,02/07/2019 00:00,DB00158,Folic acid,"Folic acid is absorbed rapidly from the small intestine, primarily from the proximal portion. Naturally occurring conjugated folates are reduced enzymatically to folic acid in the gastrointestinal tract prior to absorption. Folic acid appears in the plasma approximately 15 to 30 minutes after an oral dose; peak levels are generally reached within 1 hour. [FDA Label]",,,5 mg,Oral,solid,,-2.5,0.0761,3.37,2.09,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,,,,,0,5,441.1396813,3,3,2,2,0,0
52,04/06/2019 00:00,DB00159,Icosapent,,,,,Oral,liquid,,6.1,0.000289,4.82,,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,,,,,0,,302.2245802,0,0,0,0,0,0
53,04/06/2019 00:00,DB00160,L-Alanine,,,,,Intravenous,solid,1.64E+005 mg/L (at 25 Â°C),-2.85,447,2.47,9.48,C[C@H](N)C(O)=O,,,,,0,,89.04767846,0,0,0,0,0,0
54,04/06/2019 00:00,DB00161,L-Valine,Absorbed from the small intestine by a sodium-dependent active-transport process.,,,,Intravenous,solid,5.85E+004 mg/L (at 25 Â°C),-2.26,214,2.72,9.6,CC(C)[C@H](N)C(O)=O,,,,,0,,117.0789786,0,0,0,0,0,0
55,02/07/2019 00:00,DB00162,Vitamin A,Readily absorbed from the normal gastrointestinal tract,<5%,1.9 hours,10000 unit,Oral,solid,0.671 mg/L,5.68,0.00758,16.44,-2.2,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,0,0.05,1.9,1.9,0,,286.2296656,1,0,0,0,0,0
56,02/07/2019 00:00,DB00163,Vitamin E,"10-33% of deuterium labelled vitamin E is absorbed in the small intestine[A176110,L3063]. Absorption of Vitamin E is dependant upon absorption of the fat in which it is dissolved[L3063,A176104]. For patients with poor fat absorption, a water soluble form of vitamin E may need to be substituted such as tocopheryl polyethylene glycol-1000 succinate[L3063].

In other studies the oral bioavailability of alpha-tocopherol was 36%, gamma-tocotrienol was 9%[A32447]. The time to maximum concentration was 9.7 hours for alpha-tocopherol and 2.4 hours for gamma-tocotrienol[A32447].",,44 hours in premature neonates given a 20mg/kg intramuscular injection[A176113]. 12 minutes in intravenous injection of intestinal lymph[A176363].,0.06 g/2g,Topical,solid,"Insoluble in water, but water-dispersible.",,7.04E-06,10.8,-4.9,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,,,,,0,,430.3810808,2,1,1,0,0,1
57,02/07/2019 00:00,DB00165,Pyridoxine,"The B vitamins are readily absorbed from the gastrointestinal tract, except in malabsorption syndromes. Pyridoxine is absorbed mainly in the jejunum. The Cmax of pyridoxine is achieved within 5.5 hours.",0.6,The total adult body pool consists of 16 to 25 mg of pyridoxine.  Its half-life appears to be 15 to 20 days. ,500 mg,Oral,solid,2.2E+005 mg/L,-0.77,16.1,9.4,5.58,CC1=C(O)C(CO)=C(CO)C=N1,0.6,0.6,,,0,500,169.0738932,1,1,1,1,0,0
58,04/06/2019 00:00,DB00166,Lipoic Acid,,,,,Oral,solid,Insoluble,2.1,0.224,4.52,,OC(=O)CCCC[C@@H]1CCSS1,,,,,0,,206.0435217,1,0,1,0,1,1
59,04/06/2019 00:00,DB00167,Isoleucine,Absorbed from the small intestine by a sodium-dependent active-transport process,,,,Intravenous,solid,3.44E+004 mg/L (at 25 Â°C),-1.7,114,2.79,9.59,CC[C@H](C)[C@H](N)C(O)=O,,,,,0,,131.0946287,0,0,0,0,0,0
60,04/06/2019 00:00,DB00168,Aspartame,"Absorbed in the small intestine, aspartame is metabolized and absorbed very quickly.",,"At room temperature, aspartame is most stable at pH 4.3, where its half-life is nearly 300 days. At pH 7, its half-life is shortened to only a few days.",,,solid,"The solubility of aspartame in water is dependent on pH and temperature, the maximum solubility is reached at pH 2.2 (20 mg/mL at 25 Â°C) and the minimum solubility at pH 5.2 (pHi) is 13.5 mg/mL at 25 Â°C.",-0.1,0.652,3.53,8.53,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,,,,,0,,294.1215717,1,1,0,0,0,0
61,02/07/2019 00:00,DB00169,Cholecalciferol,"Cholecalciferol is readily absorbed from the small intestine if fat absorption is normal [F4027, F4042, F4048]. Moreover, bile is necessary for absorption as well [F4027, F4042, F4048].

In particular, recent studies have determined aspects about the absorption of vitamin D, like the fact that a) the 25-hydroxyvitamin D metabolite of cholecalciferol is absorbed to a greater extent than the nonhydroxy form of cholecalciferol, b) the quantity of fat with which cholecalciferol is ingested does not appear to largely affect its bioavailability, and c) age does not apparently effect vitamin D cholecalciferol [A176447].",0.8,"At this time, there have been resources that document the half-life of cholecalciferol as being about 50 days [T527] while other sources have noted that the half-life of calcitriol (1,25-dihydroxyvitamin D3) is approximately 15 hours while that of calcidiol (25-hydroxyvitamin D3) is about 15 days [L1782].

Moreover, it appears that the half-lives of any particular administration of vitamin d can vary due to variations in vitamin d binding protein concentrations and genotype in particular individuals [A32185].",1000 [iU]/1,Topical,solid,Insoluble,7.5,0.00038,18.38,-1.3,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,0.8,0.8,,,0,,384.339216,3,0,0,0,0,0
62,04/06/2019 00:00,DB00170,Menadione,Variable and ranges from 10% to 80%,,,,,solid,160 mg/L (at 30 Â°C),2.2,0.504,12.94,-7.2,CC1=CC(=O)C2=CC=CC=C2C1=O,,,,,0,,172.0524295,2,1,0,0,0,0
63,02/07/2019 00:00,DB00171,ATP,,,,,,solid,1E+006 mg/L,-5.5,4.49,0.9,5,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,,,,,0,,506.9957455,3,2,3,2,1,1
